+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                           ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qcpu|mm_interconnect_0|router|the_default_decode                                                                                                                ; 0     ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|router                                                                                                                                   ; 113   ; 0              ; 7            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|rom_0_s1_agent_rsp_fifo                                                                                                                  ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|rom_0_s1_agent|uncompressor                                                                                                              ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|rom_0_s1_agent                                                                                                                           ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_leds_0_s1_agent_rsp_fifo                                                                                                             ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_leds_0_s1_agent|uncompressor                                                                                                         ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_leds_0_s1_agent                                                                                                                      ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_set_value_0_s1_agent_rsp_fifo                                                                                                        ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_set_value_0_s1_agent|uncompressor                                                                                                    ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_set_value_0_s1_agent                                                                                                                 ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_auto_manual_0_s1_agent_rsp_fifo                                                                                                      ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_auto_manual_0_s1_agent|uncompressor                                                                                                  ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_auto_manual_0_s1_agent                                                                                                               ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_continue_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_continue_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_continue_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_ready_rsa_filter_0_s1_agent_rsp_fifo                                                                                                 ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_ready_rsa_filter_0_s1_agent|uncompressor                                                                                             ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_ready_rsa_filter_0_s1_agent                                                                                                          ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display6_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display6_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display6_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display5_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display5_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display5_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display4_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display4_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display4_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display3_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display3_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display3_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display2_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display2_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display2_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display1_0_s1_agent_rsp_fifo                                                                                                         ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display1_0_s1_agent|uncompressor                                                                                                     ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display1_0_s1_agent                                                                                                                  ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_up_down_0_s1_agent_rsp_fifo                                                                                                          ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_up_down_0_s1_agent|uncompressor                                                                                                      ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_up_down_0_s1_agent                                                                                                                   ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_left_right_0_s1_agent_rsp_fifo                                                                                                       ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_left_right_0_s1_agent|uncompressor                                                                                                   ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_left_right_0_s1_agent                                                                                                                ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|new_sdram_controller_0_s1_agent_rsp_fifo                                                                                                 ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|new_sdram_controller_0_s1_agent|uncompressor                                                                                             ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|new_sdram_controller_0_s1_agent                                                                                                          ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|ram_0_s1_agent_rsp_fifo                                                                                                                  ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|ram_0_s1_agent|uncompressor                                                                                                              ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|ram_0_s1_agent                                                                                                                           ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_0_s1_agent_rsp_fifo                                                                                                                ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_0_s1_agent|uncompressor                                                                                                            ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_0_s1_agent                                                                                                                         ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_100ms_0_s1_agent_rsp_fifo                                                                                                          ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_100ms_0_s1_agent|uncompressor                                                                                                      ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_100ms_0_s1_agent                                                                                                                   ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                                                                              ; 153   ; 39             ; 0            ; 39             ; 112    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                                                                                          ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                                                                                       ; 318   ; 39             ; 56           ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                                                    ; 202   ; 41             ; 98           ; 41             ; 145    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                                                           ; 202   ; 41             ; 98           ; 41             ; 145    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|rom_0_s1_translator                                                                                                                      ; 110   ; 7              ; 16           ; 7              ; 85     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_leds_0_s1_translator                                                                                                                 ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_set_value_0_s1_translator                                                                                                            ; 110   ; 6              ; 28           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_auto_manual_0_s1_translator                                                                                                          ; 110   ; 6              ; 28           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_continue_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_ready_rsa_filter_0_s1_translator                                                                                                     ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display6_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display5_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display4_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display3_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display2_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_display1_0_s1_translator                                                                                                             ; 110   ; 6              ; 28           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_up_down_0_s1_translator                                                                                                              ; 110   ; 6              ; 28           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|pio_left_right_0_s1_translator                                                                                                           ; 110   ; 6              ; 28           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|new_sdram_controller_0_s1_translator                                                                                                     ; 110   ; 4              ; 3            ; 4              ; 97     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|ram_0_s1_translator                                                                                                                      ; 110   ; 7              ; 16           ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_0_s1_translator                                                                                                                    ; 94    ; 22             ; 43           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|timer_100ms_0_s1_translator                                                                                                              ; 94    ; 22             ; 43           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                                                                  ; 110   ; 5              ; 18           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                                                               ; 111   ; 51             ; 0            ; 51             ; 103    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                                                      ; 111   ; 12             ; 0            ; 12             ; 103    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|mm_interconnect_0                                                                                                                                          ; 675   ; 0              ; 0            ; 0              ; 618    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|timer_100ms_0                                                                                                                                              ; 23    ; 0              ; 15           ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|timer_0                                                                                                                                                    ; 23    ; 0              ; 15           ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|rom_0|the_altsyncram|auto_generated                                                                                                                        ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|rom_0                                                                                                                                                      ; 55    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|ram_0|the_altsyncram|auto_generated                                                                                                                        ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|ram_0                                                                                                                                                      ; 54    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_up_down_0                                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_set_value_0                                                                                                                                            ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_ready_rsa_filter_0                                                                                                                                     ; 38    ; 30             ; 30           ; 30             ; 34     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_left_right_0                                                                                                                                           ; 6     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_leds_0                                                                                                                                                 ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display6_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display5_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display4_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display3_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display2_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_display1_0                                                                                                                                             ; 38    ; 25             ; 25           ; 25             ; 39     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_continue_0                                                                                                                                             ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|pio_auto_manual_0                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_debug_slave_wrapper|the_cpu_nios2_gen2_0_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_debug_slave_wrapper|the_cpu_nios2_gen2_0_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_debug_slave_wrapper                                                           ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_ocimem|cpu_nios2_gen2_0_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_ocimem|cpu_nios2_gen2_0_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_ocimem                                                                  ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_avalon_reg                                                              ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_im                                                                  ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_pib                                                                 ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_cpu_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_fifo                                                                ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_dtrace|cpu_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_dtrace                                                              ; 112   ; 0              ; 101          ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_itrace                                                              ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qcpu|nios2_gen2_0|cpu|the_cpu_nios2_gen2_0_cpu_nios2_oci|the_cpu_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                ; 97    ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
